Sn,From,to,pm10,pm2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
6462,09-04-2023 07:15,09-04-2023 07:30,153,257,13.2,48.9,36.7,1.29,23,12.6,27.9,NA
6463,09-04-2023 07:30,09-04-2023 07:45,153,257,7.9,47.1,31.5,1.25,23.1,12,33.4,NA
6464,09-04-2023 07:45,09-04-2023 08:00,153,101,5.6,43.3,27.6,1.19,22.9,11.6,38.5,NA
6465,09-04-2023 08:00,09-04-2023 08:15,135,101,4.7,39,24.6,1.19,23.3,11.9,42.3,NA
6466,09-04-2023 08:15,09-04-2023 08:30,135,101,4.5,36.8,23.2,1.16,23.9,11.5,43.5,NA
6467,09-04-2023 08:30,09-04-2023 08:45,135,101,4.2,36.5,22.8,1.18,25.3,11.5,47.2,NA
6468,09-04-2023 08:45,09-04-2023 09:00,135,100,4,36.2,22.5,1.11,25.5,11.8,NA,NA
6469,09-04-2023 09:00,09-04-2023 09:15,141,100,3.8,37.4,23,0.98,26,12.7,NA,NA
6470,09-04-2023 09:15,09-04-2023 09:30,141,100,4.3,39,24.2,1.09,26.2,12.9,56.2,NA
6471,09-04-2023 09:30,09-04-2023 09:45,141,100,4.7,41.8,26,0.94,26.1,11.9,62.1,NA
6472,09-04-2023 09:45,09-04-2023 10:00,141,80,3.7,43,25.9,NA,24.2,11.6,68.9,NA
6473,09-04-2023 10:00,09-04-2023 10:15,141,80,3.5,44.5,26.5,NA,23.1,12.7,70.9,NA
6474,09-04-2023 10:15,09-04-2023 10:30,141,80,3.9,44.4,26.8,1.79,23.6,12.4,75.8,NA
6475,09-04-2023 10:30,09-04-2023 10:45,141,80,4.1,42.2,25.8,0.89,27.2,11.8,77.3,NA
6476,09-04-2023 10:45,09-04-2023 11:00,141,64,4.1,40.3,24.8,0.84,NA,10.5,68.3,NA
6477,09-04-2023 11:00,09-04-2023 11:15,141,64,3.8,42.5,25.7,0.8,NA,10.1,61.5,NA
6478,09-04-2023 11:15,09-04-2023 11:30,121,64,3.3,44.6,26.4,0.76,NA,9.6,58.4,NA
6479,09-04-2023 11:30,09-04-2023 11:45,121,64,3.6,47.3,28.1,0.7,75.6,8,57.2,NA
6480,09-04-2023 11:45,09-04-2023 12:00,121,46,NA,NA,NA,0.66,77,NA,56.1,NA
6481,09-04-2023 12:00,09-04-2023 12:15,121,46,NA,NA,NA,0.64,83.2,NA,51.7,NA
6482,09-04-2023 12:15,09-04-2023 12:30,133,46,NA,NA,NA,0.52,86,11.5,51.6,NA
6483,09-04-2023 12:30,09-04-2023 12:45,133,46,3.7,53.8,31.6,0.5,69.7,7.1,56.2,NA
6484,09-04-2023 12:45,09-04-2023 13:00,133,33,3.7,51.8,30.5,0.52,60.5,6.9,59.2,NA
6485,09-04-2023 13:00,09-04-2023 13:15,133,33,3.5,48,28.4,0.49,58,7,66.4,NA
6486,09-04-2023 13:15,09-04-2023 13:30,79,33,3.4,44.6,26.5,0.48,57.4,6.6,70.6,NA
6487,09-04-2023 13:30,09-04-2023 13:45,79,33,3,41.6,24.6,0.47,45.2,6.5,77,NA
6488,09-04-2023 13:45,09-04-2023 14:00,79,35,3,36.9,22.1,0.48,33.2,6.6,78.5,NA
6489,09-04-2023 14:00,09-04-2023 14:15,79,35,2.8,34.8,20.8,0.5,64.2,6.4,62.9,NA
6490,09-04-2023 14:15,09-04-2023 14:30,68,35,3.2,38,22.9,0.46,76.3,7.3,68.8,NA
6491,09-04-2023 14:30,09-04-2023 14:45,68,35,3.1,40.6,24.1,0.47,105.6,7.7,60,NA
6492,09-04-2023 14:45,09-04-2023 15:00,68,43,4.1,52.6,31.2,0.49,228.1,7,25.2,NA
6493,09-04-2023 15:00,09-04-2023 15:15,68,43,5.1,73.8,43.4,0.48,171.8,5.8,37.7,NA
6494,09-04-2023 15:15,09-04-2023 15:30,68,43,4.7,75.5,44,0.49,78,7.3,69.3,NA
6495,09-04-2023 15:30,09-04-2023 15:45,77,43,4.5,67.1,39.4,0.46,54,7.9,77.6,NA
6496,09-04-2023 15:45,09-04-2023 16:00,77,45,4.2,57.1,33.7,0.47,60.4,8,75.7,NA
6497,09-04-2023 16:00,09-04-2023 16:15,77,45,4,51.7,30.7,0.48,88.8,8.1,64.2,NA
6498,09-04-2023 16:15,09-04-2023 16:30,77,45,3.1,49,28.6,0.48,54.4,8.4,74.8,NA
6499,09-04-2023 16:30,09-04-2023 16:45,100,45,2.9,44,25.8,0.46,38.1,8.2,84.7,NA
6500,09-04-2023 16:45,09-04-2023 17:00,100,43,2.4,38.7,22.6,0.46,30.9,8.3,85.9,NA
6501,09-04-2023 17:00,09-04-2023 17:15,100,43,3.2,36,21.8,0.58,31.9,8.5,85.4,NA
6502,09-04-2023 17:15,09-04-2023 17:30,100,43,3.6,34.3,21.2,0.66,31.6,8.7,81.7,NA
6503,09-04-2023 17:30,09-04-2023 17:45,84,43,3.4,34.3,21,0.71,29.6,8.8,73,NA
6504,09-04-2023 17:45,09-04-2023 18:00,84,52,3.2,36.8,22.2,0.8,28.9,8.6,68.5,NA
6505,09-04-2023 18:00,09-04-2023 18:15,84,52,3,39,23.1,0.8,26.2,9.1,70.4,NA
6506,09-04-2023 18:15,09-04-2023 18:30,84,52,2.9,39.4,23.4,0.82,22.5,9.1,63.5,NA
6507,09-04-2023 18:30,09-04-2023 18:45,122,52,3.7,38.6,23.5,0.86,19.4,8.1,50.5,NA
6508,09-04-2023 18:45,09-04-2023 19:00,122,64,4.3,40.8,25.2,0.88,16.3,7.1,34.2,NA
6509,09-04-2023 19:00,09-04-2023 19:15,122,64,4.6,47.2,28.9,1.04,14.8,6.1,29.7,NA
6510,09-04-2023 19:15,09-04-2023 19:30,122,64,4.3,52.1,31.2,0.87,14.4,6,34.2,NA
6511,09-04-2023 19:30,09-04-2023 19:45,122,64,4,54.1,32,0.89,13.7,6.3,32.1,NA
6512,09-04-2023 19:45,09-04-2023 20:00,122,66,3.9,55.5,32.7,0.93,14.5,6.8,37.9,NA
6513,09-04-2023 20:00,09-04-2023 20:15,122,66,3.8,55.1,32.4,1.01,15.2,6.7,40.9,NA
6514,09-04-2023 20:15,09-04-2023 20:30,122,66,3.7,53.4,31.4,0.96,14.6,6.8,45.7,NA
6515,09-04-2023 20:30,09-04-2023 20:45,173,66,3.3,51,29.9,0.87,13.8,7.1,49,NA
6516,09-04-2023 20:45,09-04-2023 21:00,173,54,3.4,49.9,29.3,1.06,13.9,7.7,35,NA
6517,09-04-2023 21:00,09-04-2023 21:15,173,54,3.9,53.7,31.7,1.1,16,7.9,14.9,NA
6518,09-04-2023 21:15,09-04-2023 21:30,173,54,4.2,59.8,35.2,1.19,17.6,8.2,5.1,NA
6519,09-04-2023 21:30,09-04-2023 21:45,138,54,5.3,65,38.8,1.21,18.2,8.1,4.3,NA
6520,09-04-2023 21:45,09-04-2023 22:00,138,102,6.4,67.5,41,1.23,17,8.2,3.7,NA
6521,09-04-2023 22:00,09-04-2023 22:15,138,102,7,68.7,42.2,1.21,16.9,8.2,5.1,NA
6522,09-04-2023 22:15,09-04-2023 22:30,138,102,7.1,68.5,42.2,1.19,16.1,8.9,6.9,NA
6523,09-04-2023 22:30,09-04-2023 22:45,228,102,8.2,67.6,42.6,1.33,16.1,9.3,5.2,NA
6524,09-04-2023 22:45,09-04-2023 23:00,228,88,9.5,67.9,43.8,1.31,15.8,9,5.8,NA
6525,09-04-2023 23:00,09-04-2023 23:15,228,88,10.2,67.4,44.1,1.23,16.1,9.5,8.6,NA
6526,09-04-2023 23:15,09-04-2023 23:30,228,88,9.7,66.3,43.1,1.23,14.5,9.6,7.9,NA
6527,09-04-2023 23:30,09-04-2023 23:45,228,88,9.4,64.4,41.8,1.27,13.7,9.6,6.4,NA
6528,09-04-2023 23:45,10-04-2023 00:00,241,88,9.6,63.2,41.4,NA,NA,9.7,5.9,NA
6529,10-04-2023 00:00,10-04-2023 00:15,241,88,9.5,62.6,41.1,1.8,16.7,9.3,11.9,NA
6530,10-04-2023 00:15,10-04-2023 00:30,241,88,8.5,60.1,38.8,1.73,18.6,9.1,20.1,NA
6531,10-04-2023 00:30,10-04-2023 00:45,241,88,7.1,56.7,35.9,1.71,19,9.5,26.1,NA
6532,10-04-2023 00:45,10-04-2023 01:00,140,75,6,53,33.1,1.68,18.9,9.4,26.2,NA
6533,10-04-2023 01:00,10-04-2023 01:15,140,75,4.5,50.2,30.4,1.76,19.2,9.1,20.8,NA
6534,10-04-2023 01:15,10-04-2023 01:30,140,75,4.4,49.3,29.8,1.79,20.2,9.4,16.2,NA
6535,10-04-2023 01:30,10-04-2023 01:45,140,75,4.7,50.2,30.5,1.89,21,9.4,9.4,NA
6536,10-04-2023 01:45,10-04-2023 02:00,140,89,5.1,52.5,32,1.95,21.1,9.6,5.9,NA
6537,10-04-2023 02:00,10-04-2023 02:15,140,89,6.5,54.8,34.4,1.99,22,9.7,3.6,NA
6538,10-04-2023 02:15,10-04-2023 02:30,140,89,8.3,56.1,36.6,2.1,23.3,9.7,1.4,NA
6539,10-04-2023 02:30,10-04-2023 02:45,140,89,10.6,56.2,38.5,2.06,24.1,8.9,3.9,NA
6540,10-04-2023 02:45,10-04-2023 03:00,186,108,10.6,54.8,37.8,1.96,21.6,8.4,9.2,NA
6541,10-04-2023 03:00,10-04-2023 03:15,186,108,9.1,52.7,35.4,1.96,20.3,8.5,9.4,NA
6542,10-04-2023 03:15,10-04-2023 03:30,186,108,8.4,51.3,34.1,1.98,19.8,8.5,7.7,NA
6543,10-04-2023 03:30,10-04-2023 03:45,186,108,8.4,49.7,33.2,2.03,19.9,8.7,3.2,NA
6544,10-04-2023 03:45,10-04-2023 04:00,235,98,9.6,51.2,35.1,1.87,21.5,8.7,2.9,NA
6545,10-04-2023 04:00,10-04-2023 04:15,235,98,12.1,54.8,39,1.67,20.6,8.5,5.2,NA
6546,10-04-2023 04:15,10-04-2023 04:30,235,98,13.4,57.8,41.6,1.83,19.5,8,2.8,NA
6547,10-04-2023 04:30,10-04-2023 04:45,235,98,13.6,57.8,41.8,1.84,19.6,8,4.2,NA
6548,10-04-2023 04:45,10-04-2023 05:00,186,82,13.2,57.4,41.3,1.89,20.3,7.7,2.2,NA
6549,10-04-2023 05:00,10-04-2023 05:15,186,82,14,57.5,42,1.85,20.5,7.7,5.4,NA
6550,10-04-2023 05:15,10-04-2023 05:30,186,82,13.1,56.8,40.8,1.79,20.1,8.1,10.4,NA
6551,10-04-2023 05:30,10-04-2023 05:45,186,82,10.3,55.3,37.8,1.76,20.5,8.2,10.5,NA
6552,10-04-2023 05:45,10-04-2023 06:00,163,67,9.1,52.6,35.4,1.76,21.5,8.3,13,NA
6553,10-04-2023 06:00,10-04-2023 06:15,163,67,7.9,49.4,32.8,1.79,21.8,8.3,11.6,NA
6554,10-04-2023 06:15,10-04-2023 06:30,163,67,7.5,46.1,30.6,1.77,22.3,8.7,12.9,NA
6555,10-04-2023 06:30,10-04-2023 06:45,163,67,7,44.6,29.4,1.56,22.8,9.4,15.7,NA
6556,10-04-2023 06:45,10-04-2023 07:00,163,76,7,43.1,28.6,1.53,24.5,9.7,18,NA
6557,10-04-2023 07:00,10-04-2023 07:15,163,76,5.8,44.1,28.2,1.57,26,10.1,18.4,NA
6558,10-04-2023 07:15,10-04-2023 07:30,111,76,5.3,44.3,27.9,1.55,27.1,10,22.4,NA
6559,10-04-2023 07:30,10-04-2023 07:45,111,76,5,44.2,27.6,1.55,38.9,10.5,24.9,NA
6560,10-04-2023 07:45,10-04-2023 08:00,111,92,5.3,45.7,28.6,1.44,44.7,10.2,34.3,NA
6561,10-04-2023 08:00,10-04-2023 08:15,111,92,4.7,46.9,28.7,1.37,33.5,9.7,42.3,NA
6562,10-04-2023 08:15,10-04-2023 08:30,188,92,4.1,45.2,27.4,1.33,29.7,9.3,47.1,NA
6563,10-04-2023 08:30,10-04-2023 08:45,188,92,4,42.4,25.8,1.26,27.3,9.1,50.3,NA
6564,10-04-2023 08:45,10-04-2023 09:00,188,52,3.5,39.8,24,1.29,38.1,9.4,NA,NA
6565,10-04-2023 09:00,10-04-2023 09:15,188,52,3.1,39.4,23.4,1.31,25,10.8,NA,NA
6566,10-04-2023 09:15,10-04-2023 09:30,146,52,3.4,37.6,22.8,1.29,28.1,11.5,60.7,NA
6567,10-04-2023 09:30,10-04-2023 09:45,146,52,3.4,38,22.9,1.31,54.1,9.9,57.5,NA
6568,10-04-2023 09:45,10-04-2023 10:00,146,42,3.5,39.3,23.7,NA,86.1,9.2,52.5,NA
6569,10-04-2023 10:00,10-04-2023 10:15,146,42,3.5,42.9,25.6,NA,84.8,9.5,54.9,NA
6570,10-04-2023 10:15,10-04-2023 10:30,85,42,3.7,44.9,26.9,1.95,71.1,9.5,61.3,NA
6571,10-04-2023 10:30,10-04-2023 10:45,85,42,3.8,42.7,25.9,1.15,57,8.3,66.1,NA
6572,10-04-2023 10:45,10-04-2023 11:00,85,39,4,40,24.5,1.12,NA,7.8,68.7,NA
6573,10-04-2023 11:00,10-04-2023 11:15,85,39,3.9,37,22.9,1.11,NA,8,70.9,NA
6574,10-04-2023 11:15,10-04-2023 11:30,85,39,3.9,34.5,21.6,1.09,NA,7.5,71.9,NA
6575,10-04-2023 11:30,10-04-2023 11:45,85,39,3.8,32.7,20.4,1.09,37.9,6.8,70.3,NA
6576,10-04-2023 11:45,10-04-2023 12:00,85,32,NA,NA,NA,1.08,31.9,NA,74.9,NA
6577,10-04-2023 12:00,10-04-2023 12:15,85,32,NA,NA,NA,1.05,21.5,NA,75,NA
6578,10-04-2023 12:15,10-04-2023 12:30,105,32,NA,NA,NA,1.05,18.8,10.8,74.8,NA
6579,10-04-2023 12:30,10-04-2023 12:45,105,32,4.3,27.2,18,1.04,15.2,6.4,73.7,NA
6580,10-04-2023 12:45,10-04-2023 13:00,105,31,4.1,27.3,17.8,1.03,13.6,6.2,73.3,NA
6581,10-04-2023 13:00,10-04-2023 13:15,105,31,3.5,27.1,17.3,1.04,13.4,5.8,71.6,NA
6582,10-04-2023 13:15,10-04-2023 13:30,77,31,3.5,25.5,16.4,1.04,13.9,5.9,72.4,NA
6583,10-04-2023 13:30,10-04-2023 13:45,77,31,4,25.4,16.8,1.03,13.9,5.8,73.4,NA
6584,10-04-2023 13:45,10-04-2023 14:00,77,24,3.3,25.8,16.4,1.01,13.2,5.5,70,NA
6585,10-04-2023 14:00,10-04-2023 14:15,77,24,3,26.3,16.4,0.84,13.6,5.9,71.6,NA
6586,10-04-2023 14:15,10-04-2023 14:30,67,24,3.3,27.4,17.2,0.73,16.7,6.7,73,NA
6587,10-04-2023 14:30,10-04-2023 14:45,67,24,3.6,28.2,17.9,0.69,18.2,8,77.1,NA
6588,10-04-2023 14:45,10-04-2023 15:00,67,27,3.5,28,17.7,0.68,21.2,8.5,78.6,NA
6589,10-04-2023 15:00,10-04-2023 15:15,67,27,3.3,27.2,17.1,0.7,18.9,8.3,77.3,NA
6590,10-04-2023 15:15,10-04-2023 15:30,67,27,3.1,27.3,17,0.72,16.5,7.5,77.6,NA
6591,10-04-2023 15:30,10-04-2023 15:45,81,27,2.9,26.8,16.6,0.68,16.1,7.5,75.7,NA
6592,10-04-2023 15:45,10-04-2023 16:00,81,32,3.1,26.5,16.6,0.66,16.4,7.6,77.1,NA
6593,10-04-2023 16:00,10-04-2023 16:15,81,32,3.6,26.6,17.1,0.66,15.5,7.9,76.1,NA
6594,10-04-2023 16:15,10-04-2023 16:30,81,32,3.5,27.6,17.5,0.69,14.8,7.5,75.7,NA
6595,10-04-2023 16:30,10-04-2023 16:45,79,32,3.8,27.7,17.8,0.66,14.4,7.3,76.1,NA
6596,10-04-2023 16:45,10-04-2023 17:00,79,35,3.6,28.1,17.9,0.65,15,7,76,NA
6597,10-04-2023 17:00,10-04-2023 17:15,79,35,3.5,28.8,18.1,0.64,15.2,7.1,76.3,NA
6598,10-04-2023 17:15,10-04-2023 17:30,79,35,2.6,29.5,17.9,0.65,16.5,7.2,75.1,NA
6599,10-04-2023 17:30,10-04-2023 17:45,83,35,2.6,31.4,18.9,0.7,19.7,7.3,71.1,NA
6600,10-04-2023 17:45,10-04-2023 18:00,83,53,2.8,33.6,20.1,0.7,18.4,7.7,70.9,NA
6601,10-04-2023 18:00,10-04-2023 18:15,83,53,3,35.5,21.3,0.71,18.1,7.9,72.3,NA
6602,10-04-2023 18:15,10-04-2023 18:30,83,53,2.9,37.6,22.3,0.74,17.8,8.1,66.7,NA
6603,10-04-2023 18:30,10-04-2023 18:45,83,53,2.3,40.1,23.2,0.76,19.3,8.4,61.5,NA
6604,10-04-2023 18:45,10-04-2023 19:00,157,75,2.9,42.9,25.2,0.84,20.2,8.4,51.7,NA
6605,10-04-2023 19:00,10-04-2023 19:15,157,75,3.7,46.6,27.8,0.98,19.7,6.8,33.2,NA
6606,10-04-2023 19:15,10-04-2023 19:30,157,75,4.3,52.2,31.3,1.2,20.5,6.1,20.2,NA
6607,10-04-2023 19:30,10-04-2023 19:45,157,75,5.2,63.1,37.9,1.37,25,6.2,14.2,NA
6608,10-04-2023 19:45,10-04-2023 20:00,207,159,6,71.7,43,1.35,25.6,7.6,16.9,NA
6609,10-04-2023 20:00,10-04-2023 20:15,207,159,7.3,77.5,47.2,1.33,21.2,8.2,20.4,NA
6610,10-04-2023 20:15,10-04-2023 20:30,207,159,8,80.4,49.3,1.2,19.4,7.2,32.4,NA
6611,10-04-2023 20:30,10-04-2023 20:45,207,159,6.2,78.7,47,1.08,19.7,6.8,41.6,NA
6612,10-04-2023 20:45,10-04-2023 21:00,322,82,5.3,72.3,42.7,0.84,18.2,7.3,58.6,NA
6613,10-04-2023 21:00,10-04-2023 21:15,322,82,4.4,64.4,37.8,0.7,17.6,6.9,70.3,NA
6614,10-04-2023 21:15,10-04-2023 21:30,322,82,4.3,54.5,32.5,0.69,16.8,6.8,72.3,NA
6615,10-04-2023 21:30,10-04-2023 21:45,322,82,3.8,46.9,28.1,0.69,16.9,6.7,70.1,NA
6616,10-04-2023 21:45,10-04-2023 22:00,206,55,3.4,43.3,25.8,0.69,17.7,6.6,68.7,NA
6617,10-04-2023 22:00,10-04-2023 22:15,206,55,3.9,41.5,25.3,0.62,16.8,6.5,69.5,NA
6618,10-04-2023 22:15,10-04-2023 22:30,206,55,4,40.3,24.7,0.58,16.8,6.3,72.8,NA
6619,10-04-2023 22:30,10-04-2023 22:45,206,55,3.3,38.4,23.1,0.57,17,6.5,74.9,NA
6620,10-04-2023 22:45,10-04-2023 23:00,167,45,2.3,38.4,22.3,0.56,16.7,6.8,72.5,NA
6621,10-04-2023 23:00,10-04-2023 23:15,167,45,2.7,39,22.9,0.7,17.5,7.3,48.5,NA
6622,10-04-2023 23:15,10-04-2023 23:30,167,45,2.9,41.8,24.6,0.86,18.1,7.7,36.2,NA
6623,10-04-2023 23:30,10-04-2023 23:45,167,45,3.3,45.6,26.9,1.06,16,7.9,29.2,NA
6624,10-04-2023 23:45,11-04-2023 00:00,132,83,3.5,47.3,28,NA,NA,8.9,23.8,NA
6625,11-04-2023 00:00,11-04-2023 00:15,132,83,3.9,47.3,28.3,1.84,14,9.9,21.8,NA
6626,11-04-2023 00:15,11-04-2023 00:30,132,83,3.9,49.1,29.3,1.77,13.3,10.1,21.8,NA
6627,11-04-2023 00:30,11-04-2023 00:45,132,83,4.6,50.2,30.4,1.75,14.9,9.9,22,NA
6628,11-04-2023 00:45,11-04-2023 01:00,197,99,5.1,51,31.3,1.79,15,9.4,17.7,NA
6629,11-04-2023 01:00,11-04-2023 01:15,197,99,7.2,54.2,34.7,2.13,19.4,9,7.8,NA
6630,11-04-2023 01:15,11-04-2023 01:30,197,99,14.4,70.5,49.2,2.15,24.6,5.8,7.9,NA
6631,11-04-2023 01:30,11-04-2023 01:45,197,99,21.2,69.1,54,2.12,25.9,9.3,8.3,NA
6632,11-04-2023 01:45,11-04-2023 02:00,197,143,22.5,67.9,54.5,2.14,25,9.9,7.5,NA
6633,11-04-2023 02:00,11-04-2023 02:15,197,143,24,67.5,55.4,2.03,23.8,10.1,7.6,NA
6634,11-04-2023 02:15,11-04-2023 02:30,197,143,24.5,66.9,55.5,1.9,20.9,10,7.2,NA
6635,11-04-2023 02:30,11-04-2023 02:45,197,143,28.6,65.8,58.3,2.03,21,9.6,7.4,NA
6636,11-04-2023 02:45,11-04-2023 03:00,373,200,39.5,61.3,64.8,1.96,22.6,8.8,7.7,NA
6637,11-04-2023 03:00,11-04-2023 03:15,373,200,42.5,62.3,67.7,1.99,20.2,8.4,7.7,NA
6638,11-04-2023 03:15,11-04-2023 03:30,373,200,40.2,63.7,66.6,2.06,17.6,8.3,8.1,NA
6639,11-04-2023 03:30,11-04-2023 03:45,373,200,37.5,62.6,63.8,2.26,18,8,7.2,NA
6640,11-04-2023 03:45,11-04-2023 04:00,481,136,34.6,62,61.1,2.35,19.8,8.3,6.9,NA
6641,11-04-2023 04:00,11-04-2023 04:15,481,136,32.4,60.2,58.4,2.29,19,8.9,7.3,NA
6642,11-04-2023 04:15,11-04-2023 04:30,481,136,29.7,58.1,55.1,2.12,17.1,9,8.3,NA
